Date,ProductID,ProductName,Category,Brand,CustomerID,CustomerName,Gender,Region,StoreID,StoreName,StoreCity,Quantity,UnitPrice,Discount,SalesAmount,Profit
2023-05-26,P0386,Pepsi Along,Food,Pepsi,C0727,Scott,Male,Lake Matthew,S002,Store_2,New Laura,1,34880,0.1,31392.0,3028.44
2023-01-30,P0354,Lays They,Food,Lays,C0305,John,Male,New Chad,S006,Store_6,Alyssaview,5,38985,0.0,194925.0,48772.06
2023-08-11,P0119,Nike Film,Fashion,Nike,C0228,Peggy,Female,East Sandra,S014,Store_14,Port Frances,9,27499,0.2,197992.8,10376.5
2023-04-01,P0050,Sony Exactly,Electronics,Sony,C0567,Paul,Male,New Nicole,S026,Store_26,Hoffmanville,6,33616,0.1,181526.4,53860.22
2023-06-21,P0469,Nivea My,Beauty,Nivea,C0733,Kristina,Female,Kevinville,S032,Store_32,Port Dannyborough,7,33238,0.05,221032.7,15126.56
2023-02-18,P0053,Sony Color,Electronics,Sony,C0601,Clayton,Female,Torresport,S024,Store_24,South Whitneyport,4,31616,0.2,101171.2,18527.4
2023-05-17,P0112,Nike Name,Fashion,Nike,C0894,Kathryn,Female,Ralphberg,S003,Store_3,Melissatown,4,44793,0.05,170213.4,11414.82
2023-08-02,P0163,H&M Business,Fashion,H&M,C0428,Brandon,Male,Lisaport,S019,Store_19,Colemanberg,3,31873,0.15,81276.15,21838.18
2023-08-19,P0376,Heinz At,Food,Heinz,C0113,Daniel,Male,West Amandastad,S044,Store_44,East Traviston,6,22779,0.1,123006.6,7741.03
2023-09-30,P0014,Samsung Name,Electronics,Samsung,C0335,Roberto,Female,Hartview,S026,Store_26,Hoffmanville,8,27902,0.0,223216.0,61913.39
2023-09-10,P0434,Maybelline Any,Beauty,Maybelline,C0472,Lindsey,Male,Armstrongfurt,S013,Store_13,Markmouth,5,26854,0.2,107416.0,15492.95
2023-11-11,P0221,Sealy Actually,Home,Sealy,C0053,Ryan,Male,Lake Michelleland,S039,Store_39,West Shawnashire,2,47364,0.1,85255.2,8322.86
2023-08-06,P0282,Tefal Financial,Home,Tefal,C0325,William,Female,East Frank,S029,Store_29,Lake Kimberlyland,8,42523,0.0,340184.0,49792.59
2023-06-25,P0340,Oreo Report,Food,Oreo,C0051,Thomas,Male,New Lindsey,S039,Store_39,West Shawnashire,10,24338,0.0,243380.0,18013.13
2023-05-31,P0218,IKEA Machine,Home,IKEA,C0172,Javier,Male,Jamesview,S030,Store_30,Nicoleton,4,38023,0.0,152092.0,13513.92
2023-12-04,P0336,Oreo Wind,Food,Oreo,C0818,Mario,Male,Joshuamouth,S045,Store_45,East Brandon,9,39247,0.05,335561.85,86023.63
2023-07-27,P0280,Panasonic True,Home,Panasonic,C0485,Ann,Male,Amandaborough,S013,Store_13,Markmouth,3,42625,0.05,121481.25,25180.49
2023-11-02,P0475,Nivea Hundred,Beauty,Nivea,C0778,Kayla,Female,Kristopherbury,S015,Store_15,Samanthaview,4,33923,0.1,122122.8,10651.56
2023-08-26,P0216,IKEA Trouble,Home,IKEA,C0974,Michael,Female,Garnerchester,S046,Store_46,Lisaside,8,28936,0.05,219913.6,49384.84
2023-05-09,P0291,Tefal Evidence,Home,Tefal,C0437,Katherine,Female,South Benjamin,S038,Store_38,Lake Kenneth,3,25776,0.2,61862.4,4628.41
2023-05-21,P0124,Adidas Week,Fashion,Adidas,C0558,Angela,Male,East Robertfort,S036,Store_36,Lake Ryan,5,20394,0.05,96871.5,14395.24
2023-04-04,P0404,L'Oreal Good,Beauty,L'Oreal,C0358,Robert,Female,East Bethbury,S026,Store_26,Hoffmanville,9,13457,0.0,121113.0,15646.55
2023-09-12,P0100,HP List,Electronics,HP,C0849,Destiny,Male,North Mary,S013,Store_13,Markmouth,3,21014,0.05,59889.9,9676.57
2023-06-02,P0470,Nivea Though,Beauty,Nivea,C0548,Katherine,Female,West Sean,S036,Store_36,Lake Ryan,10,36465,0.2,291720.0,39150.19
2023-10-08,P0376,Heinz At,Food,Heinz,C0273,Brittany,Female,Kellerfort,S032,Store_32,Port Dannyborough,3,938,0.15,2391.9,313.39
2023-08-29,P0383,Pepsi Practice,Food,Pepsi,C0304,Susan,Female,Lake Nicole,S040,Store_40,New Sandraton,5,10999,0.0,54995.0,8326.53
2023-02-28,P0497,Shiseido Simply,Beauty,Shiseido,C0054,David,Female,Lisastad,S005,Store_5,Heathermouth,10,40912,0.05,388664.0,38225.1
2023-05-04,P0304,Nestle Herself,Food,Nestle,C0677,Eric,Male,South Richard,S003,Store_3,Melissatown,10,22214,0.0,222140.0,62157.75
2023-05-24,P0108,Nike Increase,Fashion,Nike,C0537,Jared,Male,Lorettachester,S005,Store_5,Heathermouth,10,22184,0.2,177472.0,22787.43
2023-02-22,P0491,Shiseido Nature,Beauty,Shiseido,C0298,Angela,Male,West Ashleyton,S017,Store_17,Davidmouth,6,28092,0.05,160124.4,23816.03
2023-01-30,P0376,Heinz At,Food,Heinz,C0304,Susan,Female,Lake Nicole,S014,Store_14,Port Frances,10,5744,0.0,57440.0,15087.0
2023-12-06,P0295,Tefal Else,Home,Tefal,C0632,Robert,Female,Rodriguezville,S050,Store_50,Mendozastad,5,37911,0.2,151644.0,22616.98
2023-11-18,P0331,Oreo Party,Food,Oreo,C0014,Kelsey,Male,Woodsstad,S027,Store_27,Jamesfort,8,3811,0.1,27439.2,6910.06
2023-11-03,P0437,Maybelline Central,Beauty,Maybelline,C0376,Victoria,Male,New Jameshaven,S004,Store_4,Courtneymouth,8,46549,0.05,353772.4,78629.57
2023-12-11,P0452,Estee Lauder Pay,Beauty,Estee Lauder,C0379,Richard,Male,Erinmouth,S032,Store_32,Port Dannyborough,5,2625,0.15,11156.25,2879.22
2023-04-09,P0308,Nestle Down,Food,Nestle,C0582,Alex,Female,North Kathleenview,S009,Store_9,North Curtishaven,3,45879,0.05,130755.15,8509.08
2023-12-25,P0138,Adidas Mrs,Fashion,Adidas,C0192,Debra,Female,New Aaronburgh,S003,Store_3,Melissatown,4,4104,0.1,14774.4,3366.51
2023-05-23,P0263,Panasonic Join,Home,Panasonic,C0072,Charles,Female,Martinview,S014,Store_14,Port Frances,4,35733,0.05,135785.4,32010.63
2023-08-16,P0225,Sealy Certainly,Home,Sealy,C0161,Justin,Male,East Amandamouth,S043,Store_43,West Cathy,3,46355,0.2,111252.0,6926.51
2023-04-15,P0355,Lays Would,Food,Lays,C0463,Erin,Male,Christinebury,S046,Store_46,Lisaside,2,45907,0.0,91814.0,11853.87
2023-11-20,P0098,HP Great,Electronics,HP,C0016,Christopher,Male,Jamestown,S039,Store_39,West Shawnashire,5,41180,0.1,185310.0,26548.78
2023-01-05,P0357,Lays Else,Food,Lays,C0581,Matthew,Female,Fordview,S035,Store_35,Karenfurt,1,5018,0.2,4014.4,1063.57
2023-08-16,P0242,Philips Simply,Home,Philips,C0511,Seth,Male,South Jefferyland,S008,Store_8,South Matthewport,2,13631,0.2,21809.6,5058.48
2023-11-13,P0451,Estee Lauder Light,Beauty,Estee Lauder,C0167,Joann,Male,West Kennethberg,S047,Store_47,New Megan,1,14021,0.1,12618.9,1636.29
2023-10-01,P0410,L'Oreal Know,Beauty,L'Oreal,C0493,Matthew,Female,North Maria,S019,Store_19,Colemanberg,1,22358,0.1,20122.2,5765.56
2023-06-28,P0142,Zara Five,Fashion,Zara,C0410,Jay,Male,Andreastad,S008,Store_8,South Matthewport,5,43964,0.0,219820.0,44476.66
2023-07-19,P0330,Oreo Order,Food,Oreo,C0537,Jared,Male,Lorettachester,S028,Store_28,North Jason,1,7459,0.2,5967.2,1758.5
2023-05-19,P0206,IKEA Walk,Home,IKEA,C0210,Charles,Female,Allenberg,S038,Store_38,Lake Kenneth,1,22810,0.1,20529.0,5367.91
2023-03-29,P0187,Uniqlo Arrive,Fashion,Uniqlo,C0774,Natalie,Male,Port Tammyport,S011,Store_11,South Terrimouth,3,19663,0.05,56039.55,15943.95
2023-07-04,P0013,Samsung Federal,Electronics,Samsung,C0236,Blake,Female,Lewisfurt,S035,Store_35,Karenfurt,4,12361,0.0,49444.0,6271.45
2023-09-16,P0371,Heinz Impact,Food,Heinz,C0354,Joshua,Male,Boydton,S015,Store_15,Samanthaview,10,14169,0.05,134605.5,23996.43
2023-06-27,P0294,Tefal Task,Home,Tefal,C0658,Carla,Female,Lake Raymondtown,S047,Store_47,New Megan,4,999,0.0,3996.0,358.85
2023-06-26,P0456,Estee Lauder Very,Beauty,Estee Lauder,C0467,Kaitlyn,Male,Lake Melissabury,S046,Store_46,Lisaside,9,42622,0.0,383598.0,74149.19
2023-12-25,P0297,Tefal Meeting,Home,Tefal,C0596,Meghan,Female,Brandonland,S007,Store_7,Lisafurt,10,25686,0.2,205488.0,36529.83
2023-06-02,P0304,Nestle Herself,Food,Nestle,C0598,Mark,Female,Farleyside,S022,Store_22,Geraldside,3,33991,0.0,101973.0,10180.28
2023-11-16,P0279,Panasonic Race,Home,Panasonic,C0338,Christian,Female,North Victoria,S026,Store_26,Hoffmanville,7,34596,0.2,193737.6,29575.12
2023-02-05,P0057,Sony Physical,Electronics,Sony,C0998,Bobby,Female,South Russell,S047,Store_47,New Megan,5,22164,0.05,105279.0,24065.96
2023-08-22,P0178,H&M Test,Fashion,H&M,C0815,Michael,Male,North Laurenland,S029,Store_29,Lake Kimberlyland,5,24057,0.05,114270.75,19411.07
2023-08-30,P0114,Nike Specific,Fashion,Nike,C0933,Maria,Male,Donnaton,S011,Store_11,South Terrimouth,6,16637,0.2,79857.6,20517.84
2023-09-23,P0413,L'Oreal Mean,Beauty,L'Oreal,C0879,Jillian,Male,South Cameron,S016,Store_16,West Leah,9,31472,0.2,226598.4,50895.82
2023-03-05,P0177,H&M State,Fashion,H&M,C0276,John,Male,South Lindaview,S046,Store_46,Lisaside,9,46963,0.05,401533.65,89521.44
2023-02-06,P0333,Oreo Every,Food,Oreo,C0483,Erik,Female,Lake Colleenland,S050,Store_50,Mendozastad,9,11863,0.05,101428.65,26425.78
2023-06-10,P0359,Lays Might,Food,Lays,C0162,Christina,Male,North Kathryn,S029,Store_29,Lake Kimberlyland,5,18706,0.2,74824.0,16140.88
2023-07-31,P0156,Zara Still,Fashion,Zara,C0730,Michelle,Male,Alvarezfort,S008,Store_8,South Matthewport,10,587,0.1,5283.0,577.0
2023-08-05,P0372,Heinz Author,Food,Heinz,C0968,Derek,Female,West Nathanmouth,S043,Store_43,West Cathy,3,17993,0.2,43183.2,9281.87
2023-11-12,P0284,Tefal Fact,Home,Tefal,C0237,Travis,Male,Patriciamouth,S043,Store_43,West Cathy,6,3290,0.0,19740.0,2666.53
2023-09-30,P0353,Lays Lawyer,Food,Lays,C0087,Christy,Female,Cruztown,S002,Store_2,New Laura,6,27371,0.2,131380.8,14802.94
2023-11-02,P0291,Tefal Evidence,Home,Tefal,C0276,John,Male,South Lindaview,S002,Store_2,New Laura,4,28654,0.0,114616.0,19604.7
2023-05-07,P0178,H&M Test,Fashion,H&M,C0072,Charles,Female,Martinview,S039,Store_39,West Shawnashire,5,34874,0.2,139496.0,34221.21
2023-03-14,P0077,Dell Protect,Electronics,Dell,C0649,Michael,Male,North Dustinburgh,S029,Store_29,Lake Kimberlyland,2,30253,0.1,54455.4,14174.94
2023-05-20,P0074,Dell Lot,Electronics,Dell,C0264,Alexandra,Male,Amymouth,S022,Store_22,Geraldside,2,43796,0.2,70073.6,4255.95
2023-01-29,P0387,Pepsi Worker,Food,Pepsi,C0440,Lindsay,Male,Munoztown,S047,Store_47,New Megan,5,17022,0.15,72343.5,17854.71
2023-12-19,P0069,Dell Week,Electronics,Dell,C0289,Karen,Male,Sellersland,S013,Store_13,Markmouth,10,8249,0.0,82490.0,22829.79
2023-10-04,P0011,Samsung Crime,Electronics,Samsung,C0027,James,Male,Lake Chadfort,S022,Store_22,Geraldside,9,61,0.2,439.2,110.28
2023-04-22,P0400,Pepsi Although,Food,Pepsi,C0790,Adrian,Female,Scottmouth,S006,Store_6,Alyssaview,9,29564,0.15,226164.6,34595.63
2023-07-21,P0117,Nike Pass,Fashion,Nike,C0350,Kevin,Male,East Rebeccamouth,S002,Store_2,New Laura,4,48514,0.15,164947.6,30840.79
2023-03-11,P0350,Lays A,Food,Lays,C0854,Ryan,Male,East Nicholasfort,S032,Store_32,Port Dannyborough,9,8126,0.2,58507.2,10625.82
2023-10-15,P0166,H&M Lay,Fashion,H&M,C0907,Elizabeth,Male,East Monica,S015,Store_15,Samanthaview,2,32165,0.1,57897.0,15175.86
2023-01-21,P0103,Nike Answer,Fashion,Nike,C0768,Sandy,Female,Joannastad,S028,Store_28,North Jason,5,32031,0.05,152147.25,12638.52
2023-05-31,P0414,L'Oreal Significant,Beauty,L'Oreal,C0111,Lisa,Male,East Paulfurt,S042,Store_42,Paulmouth,4,20662,0.2,66118.4,12736.1
2023-03-29,P0301,Nestle Field,Food,Nestle,C0651,Bill,Female,West Deborah,S015,Store_15,Samanthaview,1,49556,0.15,42122.6,8202.15
2023-02-09,P0424,Maybelline Color,Beauty,Maybelline,C0732,William,Male,South Robertmouth,S049,Store_49,Weissstad,4,4962,0.2,15878.4,4692.15
2023-11-13,P0075,Dell Three,Electronics,Dell,C0900,Jennifer,Female,South Heatherside,S050,Store_50,Mendozastad,6,30332,0.1,163792.8,11922.53
2023-03-17,P0432,Maybelline Establish,Beauty,Maybelline,C0052,Michele,Female,West Kaylafurt,S006,Store_6,Alyssaview,3,42795,0.1,115546.5,27861.34
2023-10-07,P0071,Dell Although,Electronics,Dell,C0195,Erica,Male,Lake Matthew,S035,Store_35,Karenfurt,3,754,0.2,1809.6,99.49
2023-08-24,P0379,Heinz Address,Food,Heinz,C0273,Brittany,Female,Kellerfort,S038,Store_38,Lake Kenneth,4,41809,0.0,167236.0,12411.76
2023-03-21,P0039,Apple Personal,Electronics,Apple,C0312,Maxwell,Female,North Steventon,S024,Store_24,South Whitneyport,7,15129,0.15,90017.55,11723.63
2023-01-27,P0120,Nike Without,Fashion,Nike,C0789,Craig,Male,Changton,S002,Store_2,New Laura,9,26445,0.1,214204.5,17838.28
2023-02-10,P0405,L'Oreal Than,Beauty,L'Oreal,C0823,Sharon,Female,East Steven,S029,Store_29,Lake Kimberlyland,7,37698,0.15,224303.1,60496.48
2023-11-26,P0018,Samsung Industry,Electronics,Samsung,C0256,Brandi,Female,Lopezberg,S013,Store_13,Markmouth,10,47601,0.05,452209.5,121985.85
2023-12-16,P0268,Panasonic Hour,Home,Panasonic,C0093,Holly,Male,Freemanmouth,S003,Store_3,Melissatown,4,9524,0.1,34286.4,7748.8
2023-06-04,P0465,Nivea Investment,Beauty,Nivea,C0860,Anna,Female,Jayville,S033,Store_33,Adamfurt,9,28336,0.05,242272.8,22064.2
2023-07-06,P0158,Zara Skin,Fashion,Zara,C0376,Victoria,Male,New Jameshaven,S020,Store_20,Seanstad,2,34594,0.0,69188.0,11386.89
2023-02-19,P0252,Philips Bring,Home,Philips,C0187,Donald,Male,South Alison,S021,Store_21,Ellisonfurt,6,35041,0.2,168196.8,15213.85
2023-03-27,P0313,Nestle See,Food,Nestle,C0798,Michael,Female,Lake Scottfort,S044,Store_44,East Traviston,8,309,0.0,2472.0,564.0
2023-07-08,P0474,Nivea Of,Beauty,Nivea,C0396,Mary,Female,Lake Jamiemouth,S049,Store_49,Weissstad,7,4625,0.15,27518.75,2458.85
2023-05-17,P0111,Nike Shoulder,Fashion,Nike,C0083,Tamara,Female,Wesleyfurt,S047,Store_47,New Megan,5,31834,0.1,143253.0,39470.62
2023-06-26,P0388,Pepsi These,Food,Pepsi,C0768,Sandy,Female,Joannastad,S033,Store_33,Adamfurt,8,44433,0.05,337690.8,95134.1
2023-12-15,P0277,Panasonic Edge,Home,Panasonic,C0134,Robert,Female,East Deborah,S018,Store_18,Marialand,1,33960,0.05,32262.0,6255.37
2023-10-29,P0030,Apple Production,Electronics,Apple,C0199,Danny,Male,East Aaron,S012,Store_12,Kariport,1,41963,0.2,33570.4,2178.35
2023-09-14,P0084,HP Cultural,Electronics,HP,C0682,Jamie,Male,West Lance,S012,Store_12,Kariport,9,35624,0.15,272523.6,65656.23
2023-09-21,P0318,Nestle Win,Food,Nestle,C0608,Bryan,Male,South Alicebury,S042,Store_42,Paulmouth,7,40028,0.05,266186.2,23648.62
2023-11-18,P0096,HP If,Electronics,HP,C0748,Erin,Female,Cynthiaberg,S008,Store_8,South Matthewport,8,3840,0.2,24576.0,5589.95
2023-09-28,P0408,L'Oreal Quickly,Beauty,L'Oreal,C0282,Hayley,Male,North Feliciamouth,S022,Store_22,Geraldside,2,39826,0.05,75669.4,15090.44
2023-08-06,P0461,Nivea Turn,Beauty,Nivea,C0245,Nicole,Male,Port Michaelburgh,S034,Store_34,Allenchester,1,31653,0.0,31653.0,8490.68
2023-04-23,P0242,Philips Simply,Home,Philips,C0625,Wendy,Female,Robbinsview,S047,Store_47,New Megan,1,27906,0.2,22324.8,6481.64
2023-10-05,P0405,L'Oreal Than,Beauty,L'Oreal,C0447,Corey,Female,North Amybury,S028,Store_28,North Jason,7,177,0.1,1115.1,165.68
2023-01-12,P0179,H&M Should,Fashion,H&M,C0074,Andrew,Female,Jacobmouth,S023,Store_23,Griffithtown,2,43955,0.1,79119.0,13591.54
2023-01-05,P0200,Uniqlo Democratic,Fashion,Uniqlo,C0185,Brian,Male,New Tammyfurt,S029,Store_29,Lake Kimberlyland,9,37016,0.1,299829.6,26838.67
2023-10-12,P0116,Nike Page,Fashion,Nike,C0273,Brittany,Female,Kellerfort,S032,Store_32,Port Dannyborough,5,8200,0.0,41000.0,12149.93
2023-11-30,P0218,IKEA Machine,Home,IKEA,C0643,James,Female,Port Amy,S045,Store_45,East Brandon,8,20456,0.05,155465.6,40473.79
2023-09-03,P0209,IKEA Rate,Home,IKEA,C0266,Mary,Male,Atkinsland,S007,Store_7,Lisafurt,6,21089,0.1,113880.6,16354.71
2023-01-18,P0490,Shiseido Radio,Beauty,Shiseido,C0501,Chad,Female,Christopherview,S027,Store_27,Jamesfort,3,12511,0.1,33779.7,7966.33
2023-05-04,P0103,Nike Answer,Fashion,Nike,C0454,Ashley,Male,South Sydney,S016,Store_16,West Leah,10,49041,0.2,392328.0,27924.79
2023-01-05,P0430,Maybelline International,Beauty,Maybelline,C0282,Hayley,Male,North Feliciamouth,S010,Store_10,South Carla,3,26543,0.2,63703.2,13190.89
2023-10-12,P0412,L'Oreal Form,Beauty,L'Oreal,C0751,Alyssa,Female,East Ann,S028,Store_28,North Jason,8,4681,0.1,33703.2,9905.37
2023-04-25,P0056,Sony Dream,Electronics,Sony,C0512,Stephanie,Male,North Markstad,S028,Store_28,North Jason,6,21111,0.15,107666.1,21335.8
2023-05-09,P0044,Sony However,Electronics,Sony,C0692,Nancy,Male,Jenniferbury,S012,Store_12,Kariport,8,19369,0.1,139456.8,27833.08
2023-06-07,P0019,Samsung Face,Electronics,Samsung,C0033,Thomas,Male,Pattersonside,S039,Store_39,West Shawnashire,1,3685,0.1,3316.5,312.16
2023-05-25,P0496,Shiseido Trouble,Beauty,Shiseido,C0500,Matthew,Male,South Mark,S010,Store_10,South Carla,10,24414,0.2,195312.0,42686.27
2023-12-12,P0273,Panasonic Tell,Home,Panasonic,C0334,Thomas,Male,East Ellen,S004,Store_4,Courtneymouth,2,5454,0.1,9817.2,2436.82
2023-12-03,P0376,Heinz At,Food,Heinz,C0398,Mary,Female,North Franciscofurt,S045,Store_45,East Brandon,1,1357,0.05,1289.15,347.91
2023-05-13,P0023,Apple Feel,Electronics,Apple,C0802,Theresa,Female,Johnsonport,S049,Store_49,Weissstad,3,10361,0.1,27974.7,3830.45
2023-05-29,P0414,L'Oreal Significant,Beauty,L'Oreal,C0764,Krista,Male,Amyberg,S006,Store_6,Alyssaview,7,12182,0.0,85274.0,19276.28
2023-06-29,P0469,Nivea My,Beauty,Nivea,C0689,Cynthia,Female,South Megan,S011,Store_11,South Terrimouth,8,34099,0.1,245512.8,40862.76
2023-06-25,P0398,Pepsi Four,Food,Pepsi,C0853,Amanda,Male,North Jeremy,S041,Store_41,Burnshaven,2,46146,0.2,73833.6,21567.72
2023-09-16,P0453,Estee Lauder Production,Beauty,Estee Lauder,C0779,Connor,Male,South Dawnfurt,S032,Store_32,Port Dannyborough,4,8194,0.15,27859.6,4836.99
2023-05-09,P0372,Heinz Author,Food,Heinz,C0328,Karl,Female,Courtneyland,S013,Store_13,Markmouth,6,15848,0.15,80824.8,14119.58
2023-11-17,P0014,Samsung Name,Electronics,Samsung,C0196,Jennifer,Male,West Linda,S048,Store_48,Williamsmouth,4,28543,0.2,91337.6,11601.22
2023-09-29,P0199,Uniqlo Camera,Fashion,Uniqlo,C0516,Lauren,Female,Bassfurt,S002,Store_2,New Laura,3,17376,0.1,46915.2,9999.4
2023-09-29,P0052,Sony Always,Electronics,Sony,C0304,Susan,Female,Lake Nicole,S027,Store_27,Jamesfort,4,24260,0.15,82484.0,5009.7
2023-07-22,P0305,Nestle Record,Food,Nestle,C0670,Jonathan,Female,New Timchester,S047,Store_47,New Megan,5,32544,0.2,130176.0,28987.89
2023-11-17,P0258,Philips Vote,Home,Philips,C0355,Peter,Male,Lake Michaelchester,S026,Store_26,Hoffmanville,1,4844,0.05,4601.8,1094.91
2023-10-17,P0379,Heinz Address,Food,Heinz,C0735,Jonathan,Male,East Jamesside,S019,Store_19,Colemanberg,10,16315,0.1,146835.0,32667.4
2023-09-30,P0141,Zara None,Fashion,Zara,C0617,Jennifer,Male,Steinport,S047,Store_47,New Megan,4,513,0.0,2052.0,580.15
2023-01-05,P0036,Apple Serve,Electronics,Apple,C0914,Justin,Male,North Jennifer,S034,Store_34,Allenchester,3,5960,0.1,16092.0,1547.17
2023-03-08,P0167,H&M Personal,Fashion,H&M,C0590,Patrick,Male,North Sonia,S006,Store_6,Alyssaview,4,6485,0.1,23346.0,5506.27
2023-06-25,P0355,Lays Would,Food,Lays,C0665,Reginald,Female,East Nathanielmouth,S021,Store_21,Ellisonfurt,7,46675,0.0,326725.0,59703.28
2023-06-07,P0049,Sony Hair,Electronics,Sony,C0117,Michael,Male,South Spencermouth,S043,Store_43,West Cathy,5,39002,0.15,165758.5,27404.99
2023-08-11,P0430,Maybelline International,Beauty,Maybelline,C0401,Natalie,Male,Mooreside,S021,Store_21,Ellisonfurt,7,8488,0.15,50503.6,10806.18
2023-10-27,P0071,Dell Although,Electronics,Dell,C0955,Debbie,Female,Victoriafurt,S029,Store_29,Lake Kimberlyland,7,22076,0.2,123625.6,33326.55
2023-05-17,P0394,Pepsi Value,Food,Pepsi,C0966,John,Male,Port Alexandriaview,S013,Store_13,Markmouth,6,26885,0.1,145179.0,7397.11
2023-04-17,P0480,Nivea Movement,Beauty,Nivea,C0474,Erika,Male,Jenniferchester,S018,Store_18,Marialand,10,44262,0.15,376227.0,24854.33
2023-07-15,P0067,Dell Quickly,Electronics,Dell,C0781,Cynthia,Female,Cartermouth,S023,Store_23,Griffithtown,4,178,0.15,605.2,87.84
2023-01-12,P0023,Apple Feel,Electronics,Apple,C0850,Cassie,Male,South Nicole,S019,Store_19,Colemanberg,3,24416,0.0,73248.0,6565.66
2023-01-20,P0175,H&M Well,Fashion,H&M,C0936,Sheila,Male,Simmonsside,S041,Store_41,Burnshaven,6,5880,0.1,31752.0,1763.27
2023-02-17,P0400,Pepsi Although,Food,Pepsi,C0274,Clayton,Female,Younghaven,S035,Store_35,Karenfurt,5,46702,0.05,221834.5,26714.06
2023-06-13,P0302,Nestle Shake,Food,Nestle,C0282,Hayley,Male,North Feliciamouth,S010,Store_10,South Carla,3,34926,0.0,104778.0,16555.76
2023-01-26,P0391,Pepsi Home,Food,Pepsi,C0072,Charles,Female,Martinview,S034,Store_34,Allenchester,9,29093,0.15,222561.45,25329.94
2023-12-11,P0358,Lays Drop,Food,Lays,C0607,Laura,Male,North Michael,S042,Store_42,Paulmouth,8,42366,0.1,305035.2,51795.71
2023-07-03,P0154,Zara Send,Fashion,Zara,C0046,Lisa,Male,Parrishside,S019,Store_19,Colemanberg,3,15889,0.1,42900.3,12486.02
2023-08-19,P0032,Apple Game,Electronics,Apple,C0186,Christopher,Female,East Saraside,S049,Store_49,Weissstad,10,14601,0.0,146010.0,29491.53
2023-07-20,P0079,Dell Range,Electronics,Dell,C0941,Stephanie,Female,East Lisa,S026,Store_26,Hoffmanville,9,46186,0.1,374106.6,77997.32
2023-09-10,P0331,Oreo Party,Food,Oreo,C0164,Jacob,Male,Thomasfort,S020,Store_20,Seanstad,4,11764,0.05,44703.2,5469.83
2023-11-25,P0221,Sealy Actually,Home,Sealy,C0070,Tonya,Female,New Lauraland,S032,Store_32,Port Dannyborough,10,16301,0.0,163010.0,17379.91
2023-12-12,P0028,Apple Success,Electronics,Apple,C0781,Cynthia,Female,Cartermouth,S040,Store_40,New Sandraton,3,10002,0.1,27005.4,4481.13
2023-08-24,P0161,H&M Color,Fashion,H&M,C0383,Jose,Male,Lake Daniel,S039,Store_39,West Shawnashire,2,43264,0.2,69222.4,15426.64
2023-06-19,P0344,Lays Region,Food,Lays,C0699,Heather,Male,Sextonside,S006,Store_6,Alyssaview,4,23793,0.15,80896.2,9992.81
2023-12-26,P0258,Philips Vote,Home,Philips,C0486,William,Male,West Susan,S009,Store_9,North Curtishaven,5,3814,0.2,15256.0,2017.83
2023-06-02,P0329,Oreo Left,Food,Oreo,C0944,Jill,Female,North Mark,S044,Store_44,East Traviston,2,11097,0.15,18864.9,1489.39
2023-09-22,P0157,Zara Heart,Fashion,Zara,C0667,Beth,Male,Seanport,S018,Store_18,Marialand,7,49084,0.15,292049.8,50180.85
2023-07-08,P0042,Sony Institution,Electronics,Sony,C0372,Cody,Male,Keithview,S009,Store_9,North Curtishaven,8,9847,0.0,78776.0,8852.09
2023-12-20,P0495,Shiseido Success,Beauty,Shiseido,C0678,Hailey,Male,South Erica,S026,Store_26,Hoffmanville,2,15517,0.15,26378.9,7329.93
2023-08-30,P0418,L'Oreal Read,Beauty,L'Oreal,C0614,Dana,Female,South Lisaland,S021,Store_21,Ellisonfurt,10,37720,0.15,320620.0,27531.44
2023-02-21,P0351,Lays Town,Food,Lays,C0708,Maria,Female,South Christina,S006,Store_6,Alyssaview,2,35836,0.1,64504.8,14398.01
2023-10-05,P0310,Nestle Region,Food,Nestle,C0232,Jamie,Male,Robinsontown,S006,Store_6,Alyssaview,1,18705,0.0,18705.0,4474.21
2023-02-09,P0027,Apple Still,Electronics,Apple,C0986,Dean,Male,Harveyside,S025,Store_25,Emilybury,10,9435,0.0,94350.0,19583.57
2023-03-01,P0347,Lays Fly,Food,Lays,C0840,Jacqueline,Male,Hartmouth,S024,Store_24,South Whitneyport,10,46774,0.05,444353.0,24219.28
2023-03-21,P0194,Uniqlo President,Fashion,Uniqlo,C0759,Kelly,Female,Lake Patrick,S007,Store_7,Lisafurt,6,10452,0.15,53305.2,8218.92
2023-12-02,P0492,Shiseido Do,Beauty,Shiseido,C0578,Jonathan,Male,West Sharontown,S025,Store_25,Emilybury,5,11751,0.0,58755.0,13263.66
2023-11-23,P0386,Pepsi Along,Food,Pepsi,C0116,James,Female,Millerborough,S012,Store_12,Kariport,7,41078,0.0,287546.0,73687.73
2023-04-13,P0378,Heinz Charge,Food,Heinz,C0748,Erin,Female,Cynthiaberg,S030,Store_30,Nicoleton,8,28244,0.05,214654.4,18737.9
2023-08-20,P0204,IKEA Remain,Home,IKEA,C0310,Haley,Female,East Kevinside,S003,Store_3,Melissatown,5,24950,0.2,99800.0,15368.65
2023-04-22,P0250,Philips Image,Home,Philips,C0070,Tonya,Female,New Lauraland,S037,Store_37,South Tonyashire,1,9305,0.2,7444.0,1484.18
