date,productid,productname,category,brand,customerid,customername,gender,region,storeid,storename,storecity,quantity,unitprice,discount,salesamount,profit
2023-06-13,P0120,Nike Without,Fashion,Nike,C0657,James,Female,New Teresamouth,S050,Store_50,Mendozastad,1,39157.00,0.15,33283.45,2560.13
2023-11-13,P0027,Apple Still,Electronics,Apple,C0175,John,Male,Lake Deniseville,S035,Store_35,Karenfurt,2,27801.00,0.10,50041.80,4728.82
2023-11-10,P0356,Lays Your,Food,Lays,C0852,Peter,Male,Beckymouth,S011,Store_11,South Terrimouth,8,35572.00,0.15,241889.60,42990.08
2023-06-10,P0281,Tefal Against,Home,Tefal,C0664,Amber,Female,North Sheilahaven,S014,Store_14,Port Frances,8,24923.00,0.05,189414.80,12363.55
2024-01-01,P0049,Sony Hair,Electronics,Sony,C0604,Thomas,Male,Webbview,S023,Store_23,Griffithtown,10,29133.00,0.05,276763.50,54001.04
2023-05-15,P0279,Panasonic Race,Home,Panasonic,C0159,Eileen,Male,Tatebury,S043,Store_43,West Cathy,3,39340.00,0.05,112119.00,12341.72
2023-05-20,P0075,Dell Three,Electronics,Dell,C0534,Brandi,Female,Markside,S046,Store_46,Lisaside,2,46567.00,0.15,79163.90,4097.59
2023-12-05,P0038,Apple Decide,Electronics,Apple,C0942,Michael,Male,West Kimberlyland,S040,Store_40,New Sandraton,5,33451.00,0.10,150529.50,45050.41
2023-11-29,P0285,Tefal She,Home,Tefal,C0729,Michael,Male,Jessicaside,S027,Store_27,Jamesfort,10,8203.00,0.20,65624.00,13775.76
2023-11-14,P0295,Tefal Else,Home,Tefal,C0012,Jonathan,Female,Mariehaven,S002,Store_2,New Laura,7,14466.00,0.10,91135.80,20123.64
2023-05-18,P0471,Nivea Occur,Beauty,Nivea,C0729,Michael,Male,Jessicaside,S050,Store_50,Mendozastad,5,22507.00,0.00,112535.00,7315.31
2023-11-24,P0142,Zara Five,Fashion,Zara,C0259,Jason,Male,Hayesburgh,S050,Store_50,Mendozastad,1,15617.00,0.20,12493.60,2130.03
2023-06-25,P0419,L'Oreal Evidence,Beauty,L'Oreal,C0210,Charles,Female,Allenberg,S032,Store_32,Port Dannyborough,7,29751.00,0.15,177018.45,22877.51
2023-03-03,P0399,Pepsi Another,Food,Pepsi,C0451,Brandon,Female,Hannahburgh,S002,Store_2,New Laura,4,33857.00,0.10,121885.20,18393.30
2023-12-24,P0285,Tefal She,Home,Tefal,C0163,Tara,Female,Matthewbury,S033,Store_33,Adamfurt,7,3356.00,0.05,22317.40,3967.86
2023-11-08,P0303,Nestle Else,Food,Nestle,C0505,Timothy,Male,South Peggy,S006,Store_6,Alyssaview,4,8021.00,0.20,25667.20,5944.77
2023-08-27,P0271,Panasonic Former,Home,Panasonic,C0471,Yvonne,Male,Hayeshaven,S047,Store_47,New Megan,1,19079.00,0.00,19079.00,3997.41
2023-12-09,P0285,Tefal She,Home,Tefal,C0471,Yvonne,Male,Hayeshaven,S023,Store_23,Griffithtown,1,13127.00,0.00,13127.00,3726.77
2023-06-20,P0067,Dell Quickly,Electronics,Dell,C0738,Dana,Female,Lake Timothyfurt,S022,Store_22,Geraldside,2,45886.00,0.00,91772.00,21840.04
2023-09-28,P0460,Estee Lauder Artist,Beauty,Estee Lauder,C0281,Daniel,Female,Boydside,S028,Store_28,North Jason,2,9547.00,0.00,19094.00,3849.66
2023-08-24,P0153,Zara It,Fashion,Zara,C0837,Walter,Male,East Shelbytown,S020,Store_20,Seanstad,1,18303.00,0.00,18303.00,5018.08
2023-04-25,P0483,Shiseido Wait,Beauty,Shiseido,C0574,Joel,Female,Port Leslieborough,S022,Store_22,Geraldside,8,45030.00,0.00,360240.00,105750.09
2023-05-23,P0294,Tefal Task,Home,Tefal,C0349,Darryl,Male,Grantton,S017,Store_17,Davidmouth,1,9391.00,0.20,7512.80,2057.04
2023-04-27,P0020,Samsung Seek,Electronics,Samsung,C0227,Dawn,Male,North Tonyaport,S034,Store_34,Allenchester,7,32442.00,0.15,193029.90,20612.11
2023-07-17,P0246,Philips Development,Home,Philips,C0917,Joshua,Male,Petersshire,S025,Store_25,Emilybury,2,8369.00,0.15,14227.30,1567.84
2023-04-22,P0359,Lays Might,Food,Lays,C0846,Alicia,Male,Melissaborough,S023,Store_23,Griffithtown,3,25390.00,0.00,76170.00,9033.36
2023-03-28,P0408,L'Oreal Quickly,Beauty,L'Oreal,C0963,Taylor,Female,Lake Brandon,S024,Store_24,South Whitneyport,5,9590.00,0.20,38360.00,8229.09
2023-11-02,P0467,Nivea Responsibility,Beauty,Nivea,C0678,Hailey,Male,South Erica,S024,Store_24,South Whitneyport,1,42765.00,0.20,34212.00,2616.27
2023-08-21,P0391,Pepsi Home,Food,Pepsi,C0028,James,Female,Kellyberg,S009,Store_9,North Curtishaven,10,24572.00,0.00,245720.00,18903.20
2023-11-21,P0015,Samsung Western,Electronics,Samsung,C0140,Kathleen,Female,Amandafort,S050,Store_50,Mendozastad,8,29431.00,0.05,223675.60,56726.36
2023-06-25,P0339,Oreo Worker,Food,Oreo,C0344,Amy,Male,South Lisatown,S009,Store_9,North Curtishaven,3,5408.00,0.15,13790.40,1140.85
2023-06-16,P0484,Shiseido Some,Beauty,Shiseido,C0427,Curtis,Female,Mendezmouth,S045,Store_45,East Brandon,4,38856.00,0.20,124339.20,24730.25
2023-07-31,P0252,Philips Bring,Home,Philips,C0355,Peter,Male,Lake Michaelchester,S036,Store_36,Lake Ryan,2,11583.00,0.15,19691.10,5686.72
2023-03-16,P0337,Oreo Hope,Food,Oreo,C0238,Christina,Female,North Lisatown,S028,Store_28,North Jason,6,4827.00,0.05,27513.90,1405.75
2023-08-19,P0023,Apple Feel,Electronics,Apple,C0451,Brandon,Female,Hannahburgh,S029,Store_29,Lake Kimberlyland,8,39908.00,0.15,271374.40,76994.07
2023-06-08,P0318,Nestle Win,Food,Nestle,C0029,Christopher,Male,Lake Blakehaven,S043,Store_43,West Cathy,1,29737.00,0.15,25276.45,4441.56
2023-12-27,P0424,Maybelline Color,Beauty,Maybelline,C0084,Ronnie,Male,North Erinstad,S025,Store_25,Emilybury,4,30059.00,0.00,120236.00,19460.65
2023-06-15,P0406,L'Oreal Skin,Beauty,L'Oreal,C0298,Angela,Male,West Ashleyton,S007,Store_7,Lisafurt,10,36747.00,0.20,293976.00,42691.52
2023-02-11,P0461,Nivea Turn,Beauty,Nivea,C0389,Jamie,Male,Bryantshire,S040,Store_40,New Sandraton,4,18289.00,0.20,58524.80,9533.28
2023-12-20,P0475,Nivea Hundred,Beauty,Nivea,C0703,Ashley,Male,East Andrestown,S002,Store_2,New Laura,10,39850.00,0.10,358650.00,27645.36
2023-01-06,P0357,Lays Else,Food,Lays,C0251,Kiara,Male,Longburgh,S010,Store_10,South Carla,3,20381.00,0.10,55028.70,13092.76
2023-09-06,P0431,Maybelline Maybe,Beauty,Maybelline,C0121,Beth,Male,East Joshua,S001,Store_1,East Jonathanview,8,43663.00,0.20,279443.20,50722.82
2023-03-11,P0378,Heinz Charge,Food,Heinz,C0539,James,Female,Greenbury,S008,Store_8,South Matthewport,10,36815.00,0.20,294520.00,87251.91
2023-10-03,P0141,Zara None,Fashion,Zara,C0388,Jennifer,Female,Port Carrietown,S034,Store_34,Allenchester,2,10008.00,0.00,20016.00,5396.54
2023-07-10,P0392,Pepsi Travel,Food,Pepsi,C0850,Cassie,Male,South Nicole,S049,Store_49,Weissstad,6,28117.00,0.00,168702.00,42001.06
2023-09-06,P0049,Sony Hair,Electronics,Sony,C0998,Bobby,Female,South Russell,S005,Store_5,Heathermouth,10,2682.00,0.00,26820.00,1957.14
2023-01-24,P0001,Samsung Rich,Electronics,Samsung,C0612,Stephen,Male,Joycebury,S011,Store_11,South Terrimouth,10,45872.00,0.15,389912.00,47399.26
2023-06-27,P0062,Dell Policy,Electronics,Dell,C0321,Donna,Female,East Joseph,S003,Store_3,Melissatown,4,43745.00,0.10,157482.00,22407.90
2023-06-15,P0202,IKEA Make,Home,IKEA,C0577,Christopher,Male,East Nancy,S040,Store_40,New Sandraton,1,35073.00,0.00,35073.00,6270.74
2023-06-29,P0034,Apple Best,Electronics,Apple,C0161,Justin,Male,East Amandamouth,S030,Store_30,Nicoleton,1,46189.00,0.00,46189.00,4287.75
2023-05-13,P0171,H&M Save,Fashion,H&M,C0387,Emily,Male,Lindseyton,S038,Store_38,Lake Kenneth,6,34625.00,0.10,186975.00,53639.95
2023-12-15,P0211,IKEA Local,Home,IKEA,C0766,Joshua,Female,Ronaldfurt,S005,Store_5,Heathermouth,8,34103.00,0.20,218259.20,13669.30
2023-04-08,P0370,Heinz Particular,Food,Heinz,C0428,Brandon,Male,Lisaport,S002,Store_2,New Laura,5,29449.00,0.00,147245.00,23906.23
2023-09-08,P0071,Dell Although,Electronics,Dell,C0172,Javier,Male,Jamesview,S016,Store_16,West Leah,7,192.00,0.10,1209.60,188.67
2023-10-09,P0482,Shiseido Detail,Beauty,Shiseido,C0896,Vanessa,Female,Foleyburgh,S031,Store_31,North Rachel,8,49028.00,0.20,313779.20,43390.08
2023-03-27,P0445,Estee Lauder Successful,Beauty,Estee Lauder,C0519,Karen,Female,Lake Nancyton,S016,Store_16,West Leah,10,20530.00,0.00,205300.00,15390.39
2023-07-31,P0320,Nestle Light,Food,Nestle,C0117,Michael,Male,South Spencermouth,S010,Store_10,South Carla,3,27092.00,0.05,77212.20,21884.87
2023-10-18,P0455,Estee Lauder Smile,Beauty,Estee Lauder,C0541,Joshua,Male,Cantrellton,S049,Store_49,Weissstad,4,36981.00,0.20,118339.20,13029.11
2023-09-12,P0078,Dell Eye,Electronics,Dell,C0718,James,Male,Ericstad,S025,Store_25,Emilybury,7,26414.00,0.10,166408.20,13791.90
2023-08-21,P0145,Zara Pattern,Fashion,Zara,C0349,Darryl,Male,Grantton,S040,Store_40,New Sandraton,5,19116.00,0.15,81243.00,12542.22
2023-02-08,P0004,Samsung Raise,Electronics,Samsung,C0134,Robert,Female,East Deborah,S020,Store_20,Seanstad,10,42753.00,0.05,406153.50,79641.30
2023-10-23,P0070,Dell Challenge,Electronics,Dell,C0727,Scott,Male,Lake Matthew,S050,Store_50,Mendozastad,10,22137.00,0.05,210301.50,27917.65
2023-07-24,P0346,Lays Significant,Food,Lays,C0003,Michael,Female,North Hunter,S031,Store_31,North Rachel,1,9367.00,0.10,8430.30,2111.53
2023-10-19,P0376,Heinz At,Food,Heinz,C0891,Matthew,Male,New Ronald,S038,Store_38,Lake Kenneth,7,38686.00,0.00,270802.00,26658.34
2023-11-10,P0361,Heinz Film,Food,Heinz,C0478,Joseph,Male,Port Donnaburgh,S021,Store_21,Ellisonfurt,2,18379.00,0.15,31244.30,9100.61
2023-04-08,P0340,Oreo Report,Food,Oreo,C0972,Natalie,Male,Lake Sheilamouth,S002,Store_2,New Laura,4,12838.00,0.20,41081.60,8561.32
2023-03-30,P0203,IKEA Moment,Home,IKEA,C0237,Travis,Male,Patriciamouth,S048,Store_48,Williamsmouth,2,9952.00,0.05,18908.80,1236.84
2023-09-23,P0382,Pepsi Debate,Food,Pepsi,C0571,Jennifer,Male,Port Nicholasberg,S015,Store_15,Samanthaview,10,21003.00,0.15,178525.50,53418.82
2023-02-08,P0371,Heinz Impact,Food,Heinz,C0590,Patrick,Male,North Sonia,S012,Store_12,Kariport,5,40325.00,0.10,181462.50,51796.80
2023-02-03,P0234,Sealy Guess,Home,Sealy,C0224,Jason,Female,Brianshire,S045,Store_45,East Brandon,1,35308.00,0.00,35308.00,8185.40
2023-10-04,P0115,Nike School,Fashion,Nike,C0316,Dana,Male,Kaneport,S020,Store_20,Seanstad,2,22959.00,0.20,36734.40,4209.53
2023-06-19,P0309,Nestle Get,Food,Nestle,C0214,Kelly,Female,Gloriaview,S049,Store_49,Weissstad,10,33456.00,0.20,267648.00,28940.63
2023-02-16,P0458,Estee Lauder Business,Beauty,Estee Lauder,C0203,Steven,Male,South Amyborough,S020,Store_20,Seanstad,7,39013.00,0.15,232127.35,47398.02
2023-08-26,P0251,Philips Research,Home,Philips,C0791,Ashley,Female,Melissafort,S003,Store_3,Melissatown,6,2938.00,0.20,14102.40,1176.30
2023-10-19,P0493,Shiseido Type,Beauty,Shiseido,C0755,Shannon,Male,Valerieborough,S025,Store_25,Emilybury,2,15591.00,0.10,28063.80,3769.45
2023-08-27,P0280,Panasonic True,Home,Panasonic,C0169,Randy,Male,North Douglasberg,S035,Store_35,Karenfurt,9,36741.00,0.05,314135.55,82384.34
2023-04-10,P0126,Adidas Gas,Fashion,Adidas,C0015,Michele,Female,West Lori,S050,Store_50,Mendozastad,1,16170.00,0.10,14553.00,3538.97
2023-02-10,P0056,Sony Dream,Electronics,Sony,C0599,Scott,Male,West Becky,S045,Store_45,East Brandon,3,9580.00,0.15,24429.00,1634.80
2023-12-11,P0379,Heinz Address,Food,Heinz,C0473,Elizabeth,Male,New Jamesbury,S038,Store_38,Lake Kenneth,5,37550.00,0.10,168975.00,22565.77
2023-10-29,P0336,Oreo Wind,Food,Oreo,C0975,Samantha,Male,Kevinburgh,S050,Store_50,Mendozastad,2,24709.00,0.10,44476.20,6509.08
2023-01-08,P0362,Heinz Soon,Food,Heinz,C0683,Rhonda,Male,East Patricialand,S009,Store_9,North Curtishaven,7,33096.00,0.10,208504.80,27531.91
2023-03-08,P0082,HP Toward,Electronics,HP,C0172,Javier,Male,Jamesview,S022,Store_22,Geraldside,2,11908.00,0.20,19052.80,2704.07
2023-07-11,P0003,Samsung Could,Electronics,Samsung,C0194,Laura,Male,New Stephanieshire,S011,Store_11,South Terrimouth,1,20897.00,0.15,17762.45,2856.35
2023-06-25,P0398,Pepsi Four,Food,Pepsi,C0345,Spencer,Male,North Rachel,S045,Store_45,East Brandon,9,31797.00,0.00,286173.00,53122.20
2023-02-10,P0324,Oreo Carry,Food,Oreo,C0563,Jesse,Female,North John,S043,Store_43,West Cathy,1,31524.00,0.10,28371.60,2788.48
2023-10-16,P0285,Tefal She,Home,Tefal,C0356,Crystal,Male,West Derricktown,S045,Store_45,East Brandon,3,26034.00,0.00,78102.00,5228.08
2023-10-10,P0369,Heinz Become,Food,Heinz,C0878,Stephen,Male,Hardyburgh,S043,Store_43,West Cathy,8,45095.00,0.05,342722.00,25827.12
2023-05-16,P0249,Philips Much,Home,Philips,C0872,Jessica,Male,Lawrenceton,S043,Store_43,West Cathy,9,48759.00,0.10,394947.90,115596.62
2023-08-10,P0226,Sealy Herself,Home,Sealy,C0311,Kathleen,Male,South Charles,S029,Store_29,Lake Kimberlyland,5,33961.00,0.20,135844.00,31703.21
2023-12-15,P0252,Philips Bring,Home,Philips,C0457,Phillip,Female,Monicaland,S007,Store_7,Lisafurt,10,9991.00,0.15,84923.50,7428.64
2023-07-14,P0146,Zara Raise,Fashion,Zara,C0863,Jamie,Female,New Johnfort,S012,Store_12,Kariport,2,31638.00,0.00,63276.00,12401.50
2023-08-08,P0449,Estee Lauder Often,Beauty,Estee Lauder,C0845,Thomas,Male,Lake Kylemouth,S026,Store_26,Hoffmanville,4,3701.00,0.10,13323.60,807.29
2023-01-10,P0105,Nike Ground,Fashion,Nike,C0103,Scott,Male,New Kennethland,S005,Store_5,Heathermouth,10,38396.00,0.15,326366.00,40607.59
2023-04-19,P0199,Uniqlo Camera,Fashion,Uniqlo,C0895,Robert,Female,Brianhaven,S042,Store_42,Paulmouth,4,45535.00,0.05,173033.00,51441.34
2023-06-08,P0462,Nivea Religious,Beauty,Nivea,C0160,Jennifer,Male,North Cynthiachester,S049,Store_49,Weissstad,1,3050.00,0.00,3050.00,602.59
2023-12-01,P0030,Apple Production,Electronics,Apple,C0856,Mario,Male,Fosterbury,S037,Store_37,South Tonyashire,1,9945.00,0.05,9447.75,2373.33
2023-09-25,P0316,Nestle Subject,Food,Nestle,C0973,Rachael,Male,Bartonmouth,S023,Store_23,Griffithtown,8,20705.00,0.20,132512.00,14156.05
2023-07-23,P0101,Nike Tell,Fashion,Nike,C0124,Danny,Male,East Kenneth,S039,Store_39,West Shawnashire,8,11650.00,0.00,93200.00,17747.77
2023-02-14,P0021,Apple Discussion,Electronics,Apple,C0494,Jonathan,Female,East Haleybury,S023,Store_23,Griffithtown,6,31078.00,0.10,167821.20,36849.31
2023-09-19,P0192,Uniqlo Deal,Fashion,Uniqlo,C0109,Jon,Female,Port Andrew,S001,Store_1,East Jonathanview,10,32916.00,0.15,279786.00,49008.04
2023-01-10,P0362,Heinz Soon,Food,Heinz,C0770,Alicia,Male,West Jennifer,S018,Store_18,Marialand,7,7684.00,0.00,53788.00,14749.38
2023-04-21,P0100,HP List,Electronics,HP,C0774,Natalie,Male,Port Tammyport,S003,Store_3,Melissatown,1,10198.00,0.05,9688.10,1526.07
2023-11-17,P0497,Shiseido Simply,Beauty,Shiseido,C0006,Cheyenne,Male,Cruzmouth,S005,Store_5,Heathermouth,6,15391.00,0.10,83111.40,19084.95
2023-12-17,P0393,Pepsi Rise,Food,Pepsi,C0718,James,Male,Ericstad,S050,Store_50,Mendozastad,4,44143.00,0.00,176572.00,14428.47
2023-12-24,P0227,Sealy Be,Home,Sealy,C0007,Kyle,Female,New Courtney,S045,Store_45,East Brandon,7,40899.00,0.05,271978.35,72117.22
2023-03-01,P0044,Sony However,Electronics,Sony,C0361,Melissa,Female,Shawnachester,S023,Store_23,Griffithtown,9,2302.00,0.00,20718.00,5974.17
2023-09-17,P0209,IKEA Rate,Home,IKEA,C0544,Stephanie,Male,Kimberlytown,S044,Store_44,East Traviston,7,22072.00,0.20,123603.20,11301.71
2023-01-25,P0283,Tefal Nature,Home,Tefal,C0362,Nicholas,Male,Laurenburgh,S001,Store_1,East Jonathanview,4,4080.00,0.05,15504.00,4040.35
2023-01-04,P0419,L'Oreal Evidence,Beauty,L'Oreal,C0473,Elizabeth,Male,New Jamesbury,S020,Store_20,Seanstad,2,7905.00,0.05,15019.50,1970.15
2023-12-09,P0323,Oreo Everyone,Food,Oreo,C0229,George,Male,Port Anna,S010,Store_10,South Carla,10,20180.00,0.15,171530.00,32234.28
2023-04-09,P0051,Sony Space,Electronics,Sony,C0472,Lindsey,Male,Armstrongfurt,S041,Store_41,Burnshaven,4,46753.00,0.00,187012.00,27736.56
2023-03-20,P0086,HP Evidence,Electronics,HP,C0112,Felicia,Female,Wilsonshire,S035,Store_35,Karenfurt,9,21845.00,0.05,186774.75,42975.71
2023-12-12,P0084,HP Cultural,Electronics,HP,C0037,Joy,Male,Lake Brenda,S018,Store_18,Marialand,8,35240.00,0.00,281920.00,62847.47
2023-10-31,P0304,Nestle Herself,Food,Nestle,C0922,Virginia,Male,Lake Jonathan,S033,Store_33,Adamfurt,4,45734.00,0.20,146348.80,18186.11
2023-03-25,P0181,Uniqlo It,Fashion,Uniqlo,C0664,Amber,Female,North Sheilahaven,S015,Store_15,Samanthaview,5,4737.00,0.15,20132.25,3960.24
2023-10-23,P0178,H&M Test,Fashion,H&M,C0826,Johnny,Female,Tammyview,S042,Store_42,Paulmouth,9,24620.00,0.05,210501.00,39291.78
2023-05-05,P0002,Samsung People,Electronics,Samsung,C0960,Maria,Male,Karenville,S037,Store_37,South Tonyashire,1,28004.00,0.05,26603.80,1433.82
2023-03-10,P0349,Lays Himself,Food,Lays,C0710,Marilyn,Female,Samanthahaven,S006,Store_6,Alyssaview,10,31809.00,0.00,318090.00,19594.75
2023-03-07,P0222,Sealy Lot,Home,Sealy,C0721,Amanda,Female,East Darren,S035,Store_35,Karenfurt,5,9783.00,0.20,39132.00,6242.70
2023-02-25,P0143,Zara Office,Fashion,Zara,C0573,Justin,Male,Adamsfort,S011,Store_11,South Terrimouth,8,25521.00,0.00,204168.00,59277.78
2023-12-09,P0241,Philips Audience,Home,Philips,C0617,Jennifer,Male,Steinport,S009,Store_9,North Curtishaven,6,30022.00,0.00,180132.00,39581.12
2023-06-10,P0364,Heinz Wife,Food,Heinz,C0658,Carla,Female,Lake Raymondtown,S030,Store_30,Nicoleton,2,26295.00,0.15,44701.50,10726.51
2023-10-08,P0440,Maybelline Interest,Beauty,Maybelline,C0588,Bryan,Female,Lake Michelleton,S027,Store_27,Jamesfort,4,22106.00,0.10,79581.60,23277.21
2023-10-24,P0102,Nike Little,Fashion,Nike,C0944,Jill,Female,North Mark,S047,Store_47,New Megan,9,49447.00,0.20,356018.40,33378.05
2023-09-07,P0020,Samsung Seek,Electronics,Samsung,C0104,Amy,Female,Wendyshire,S039,Store_39,West Shawnashire,9,28788.00,0.05,246137.40,32165.11
2023-05-21,P0263,Panasonic Join,Home,Panasonic,C0759,Kelly,Female,Lake Patrick,S045,Store_45,East Brandon,2,28423.00,0.10,51161.40,8232.98
2023-05-24,P0328,Oreo American,Food,Oreo,C0941,Stephanie,Female,East Lisa,S037,Store_37,South Tonyashire,9,30181.00,0.00,271629.00,76392.09
2023-01-21,P0270,Panasonic Resource,Home,Panasonic,C0912,Tamara,Female,Burtonstad,S033,Store_33,Adamfurt,4,21598.00,0.00,86392.00,9337.06
2023-10-05,P0499,Shiseido Wrong,Beauty,Shiseido,C0265,Elizabeth,Male,Robertfurt,S049,Store_49,Weissstad,6,48295.00,0.15,246304.50,58703.69
2023-09-24,P0129,Adidas Part,Fashion,Adidas,C0476,Amy,Male,East Ana,S035,Store_35,Karenfurt,5,26544.00,0.10,119448.00,11043.45
2023-09-16,P0430,Maybelline International,Beauty,Maybelline,C0607,Laura,Male,North Michael,S033,Store_33,Adamfurt,6,42163.00,0.15,215031.30,14151.09
2023-01-15,P0396,Pepsi Speech,Food,Pepsi,C0355,Peter,Male,Lake Michaelchester,S003,Store_3,Melissatown,7,8374.00,0.15,49825.30,10251.42
2023-05-21,P0493,Shiseido Type,Beauty,Shiseido,C0045,Cindy,Female,North Jeffery,S015,Store_15,Samanthaview,3,26298.00,0.10,71004.60,9678.26
2023-06-01,P0061,Dell Moment,Electronics,Dell,C0583,Timothy,Male,Kimberlyton,S044,Store_44,East Traviston,4,6516.00,0.05,24760.80,5910.53
2023-10-24,P0300,Tefal Together,Home,Tefal,C0066,Joshua,Male,New Steve,S023,Store_23,Griffithtown,5,22361.00,0.15,95034.25,27738.79
2023-05-01,P0239,Sealy Value,Home,Sealy,C0333,Joshua,Female,Figueroachester,S001,Store_1,East Jonathanview,6,36777.00,0.10,198595.80,32886.35
2023-12-26,P0404,L'Oreal Good,Beauty,L'Oreal,C0573,Justin,Male,Adamsfort,S045,Store_45,East Brandon,5,28231.00,0.10,127039.50,15716.83
2023-12-24,P0080,Dell Poor,Electronics,Dell,C0095,Monica,Male,South James,S044,Store_44,East Traviston,5,22086.00,0.05,104908.50,30460.42
2023-03-09,P0075,Dell Three,Electronics,Dell,C0339,Lauren,Female,Rileyshire,S014,Store_14,Port Frances,6,3550.00,0.10,19170.00,4834.55
2023-07-13,P0120,Nike Without,Fashion,Nike,C0569,Anthony,Female,Michaelchester,S014,Store_14,Port Frances,3,49945.00,0.00,149835.00,16863.56
2023-03-18,P0221,Sealy Actually,Home,Sealy,C0617,Jennifer,Male,Steinport,S050,Store_50,Mendozastad,8,28627.00,0.15,194663.60,50932.60
2023-01-06,P0052,Sony Always,Electronics,Sony,C0486,William,Male,West Susan,S044,Store_44,East Traviston,9,38142.00,0.10,308950.20,86015.67
2023-08-30,P0294,Tefal Task,Home,Tefal,C0951,Tiffany,Male,Port Jimmy,S016,Store_16,West Leah,9,25179.00,0.05,215280.45,57681.44
2023-01-14,P0180,H&M Despite,Fashion,H&M,C0508,Jennifer,Male,Port Jennifer,S038,Store_38,Lake Kenneth,8,10762.00,0.10,77486.40,9835.37
2023-12-11,P0379,Heinz Address,Food,Heinz,C0870,John,Male,West Anthony,S047,Store_47,New Megan,7,45612.00,0.05,303319.80,63862.77
2023-03-15,P0273,Panasonic Tell,Home,Panasonic,C0444,Nancy,Male,West Christopher,S042,Store_42,Paulmouth,6,9109.00,0.00,54654.00,9252.70
2023-11-27,P0047,Sony Sport,Electronics,Sony,C0535,Mary,Male,West Peter,S003,Store_3,Melissatown,2,32122.00,0.05,61031.80,3903.75
2023-09-18,P0293,Tefal Close,Home,Tefal,C0335,Roberto,Female,Hartview,S018,Store_18,Marialand,7,2827.00,0.10,17810.10,3021.42
2023-08-14,P0200,Uniqlo Democratic,Fashion,Uniqlo,C0844,Ronald,Male,East Crystalbury,S021,Store_21,Ellisonfurt,9,24242.00,0.20,174542.40,32778.38
2023-08-08,P0333,Oreo Every,Food,Oreo,C0959,Erin,Male,West Jason,S031,Store_31,North Rachel,10,24272.00,0.15,206312.00,14799.22
2023-07-11,P0255,Philips Office,Home,Philips,C0320,Desiree,Male,North Vickishire,S026,Store_26,Hoffmanville,3,39813.00,0.00,119439.00,33806.23
2023-03-05,P0012,Samsung Material,Electronics,Samsung,C0773,Erika,Female,South Carolineburgh,S034,Store_34,Allenchester,2,25534.00,0.05,48514.60,11176.40
2023-01-16,P0449,Estee Lauder Often,Beauty,Estee Lauder,C0798,Michael,Female,Lake Scottfort,S026,Store_26,Hoffmanville,3,27882.00,0.15,71099.10,18713.50
2023-05-20,P0229,Sealy West,Home,Sealy,C0157,Julie,Female,Colemanland,S046,Store_46,Lisaside,4,38408.00,0.00,153632.00,32281.40
2023-03-19,P0247,Philips Behavior,Home,Philips,C0548,Katherine,Female,West Sean,S004,Store_4,Courtneymouth,9,23377.00,0.20,168314.40,50047.90
2023-09-07,P0373,Heinz Too,Food,Heinz,C0290,Marco,Male,South Georgeville,S007,Store_7,Lisafurt,5,33969.00,0.20,135876.00,29886.37
2023-05-30,P0416,L'Oreal Institution,Beauty,L'Oreal,C0643,James,Female,Port Amy,S022,Store_22,Geraldside,7,42570.00,0.15,253291.50,57161.17
2023-10-15,P0150,Zara Occur,Fashion,Zara,C0073,Marc,Male,Woodsshire,S020,Store_20,Seanstad,9,42219.00,0.15,322975.35,37180.13
2023-09-29,P0397,Pepsi Teach,Food,Pepsi,C0752,Diane,Male,Castilloside,S047,Store_47,New Megan,9,15260.00,0.20,109872.00,18954.94
2023-05-24,P0155,Zara Tell,Fashion,Zara,C0720,David,Female,East Don,S032,Store_32,Port Dannyborough,5,26902.00,0.20,107608.00,6537.92
2023-09-11,P0056,Sony Dream,Electronics,Sony,C0664,Amber,Female,North Sheilahaven,S001,Store_1,East Jonathanview,1,2100.00,0.05,1995.00,254.59
2023-01-13,P0108,Nike Increase,Fashion,Nike,C0543,April,Female,Perezburgh,S046,Store_46,Lisaside,7,26747.00,0.10,168506.10,37261.28
2023-02-12,P0361,Heinz Film,Food,Heinz,C0015,Michele,Female,West Lori,S049,Store_49,Weissstad,5,35605.00,0.10,160222.50,27804.97
2023-05-15,P0187,Uniqlo Arrive,Fashion,Uniqlo,C0483,Erik,Female,Lake Colleenland,S006,Store_6,Alyssaview,5,7377.00,0.20,29508.00,6265.11
2023-07-25,P0198,Uniqlo Similar,Fashion,Uniqlo,C0650,Laura,Male,New Rebecca,S027,Store_27,Jamesfort,2,49858.00,0.05,94730.20,6187.05
2023-03-24,P0290,Tefal Nearly,Home,Tefal,C0211,Cole,Male,East Ricardohaven,S046,Store_46,Lisaside,2,25004.00,0.00,50008.00,10952.44
2023-09-27,P0211,IKEA Local,Home,IKEA,C0200,Robin,Female,Robertsonmouth,S001,Store_1,East Jonathanview,2,24938.00,0.15,42394.60,10246.65
2023-05-10,P0147,Zara I,Fashion,Zara,C0348,Alexandra,Male,Eduardoborough,S022,Store_22,Geraldside,7,24680.00,0.10,155484.00,11433.51
2023-01-17,P0242,Philips Simply,Home,Philips,C0884,Julia,Female,Harrischester,S030,Store_30,Nicoleton,1,19344.00,0.00,19344.00,3872.25
2023-04-17,P0235,Sealy Degree,Home,Sealy,C0369,Jeffery,Female,South Michael,S023,Store_23,Griffithtown,10,22809.00,0.00,228090.00,58509.69
